Feature,mean,std,significant,Color
training_method,0.049822887546694984,0.025837493490556362,False,#888
backbone,0.20331637012496911,0.07190383196741608,True,#5A509B
number_parameters,0.04046020704769758,0.03637454139234369,False,#888
train_set_size,1.1338832151151002,0.20480291614768603,True,#5A509B
